Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"Waikato region","60-64 years","Total people, ethnic group","Female","2001",7750,
"Bay of Plenty region","60-64 years","Total people, ethnic group","Male","2001",5430,
"Bay of Plenty region","60-64 years","Total people, ethnic group","Female","2001",5970,
"Gisborne region","60-64 years","Total people, ethnic group","Male","2001",860,
"Gisborne region","60-64 years","Total people, ethnic group","Female","2001",870,
"Hawke's Bay region","60-64 years","Total people, ethnic group","Male","2001",3160,
"Hawke's Bay region","60-64 years","Total people, ethnic group","Female","2001",3310,
"Taranaki region","60-64 years","Total people, ethnic group","Male","2001",2240,
"Taranaki region","60-64 years","Total people, ethnic group","Female","2001",2400,
"Manawatu-Wanganui region","60-64 years","Total people, ethnic group","Male","2001",4860,
"Manawatu-Wanganui region","60-64 years","Total people, ethnic group","Female","2001",5030,
"Wellington region","60-64 years","Total people, ethnic group","Male","2001",8540,
"Wellington region","60-64 years","Total people, ethnic group","Female","2001",8820,
"Tasman region","60-64 years","Total people, ethnic group","Male","2001",960,
"Tasman region","60-64 years","Total people, ethnic group","Female","2001",970,
"Nelson region","60-64 years","Total people, ethnic group","Male","2001",870,
"Nelson region","60-64 years","Total people, ethnic group","Female","2001",900,
"Marlborough region","60-64 years","Total people, ethnic group","Male","2001",1130,
"Marlborough region","60-64 years","Total people, ethnic group","Female","2001",1020,
"West Coast region","60-64 years","Total people, ethnic group","Male","2001",780,
"West Coast region","60-64 years","Total people, ethnic group","Female","2001",740,
"Canterbury region","60-64 years","Total people, ethnic group","Male","2001",10470,
"Canterbury region","60-64 years","Total people, ethnic group","Female","2001",11050,
"Otago region","60-64 years","Total people, ethnic group","Male","2001",4190,
"Otago region","60-64 years","Total people, ethnic group","Female","2001",4200,
"Southland region","60-64 years","Total people, ethnic group","Male","2001",2160,
"Southland region","60-64 years","Total people, ethnic group","Female","2001",2120,
"Northland region","65-69 years","Total people, ethnic group","Male","2001",2950,
"Northland region","65-69 years","Total people, ethnic group","Female","2001",2960,
"Auckland region","65-69 years","Total people, ethnic group","Male","2001",16530,
"Auckland region","65-69 years","Total people, ethnic group","Female","2001",17630,
"Waikato region","65-69 years","Total people, ethnic group","Male","2001",6390,
"Waikato region","65-69 years","Total people, ethnic group","Female","2001",6450,
"Bay of Plenty region","65-69 years","Total people, ethnic group","Male","2001",4750,
"Bay of Plenty region","65-69 years","Total people, ethnic group","Female","2001",4980,
"Gisborne region","65-69 years","Total people, ethnic group","Male","2001",750,
"Gisborne region","65-69 years","Total people, ethnic group","Female","2001",790,
"Hawke's Bay region","65-69 years","Total people, ethnic group","Male","2001",2630,
"Hawke's Bay region","65-69 years","Total people, ethnic group","Female","2001",2820,
"Taranaki region","65-69 years","Total people, ethnic group","Male","2001",2030,
"Taranaki region","65-69 years","Total people, ethnic group","Female","2001",2070,
"Manawatu-Wanganui region","65-69 years","Total people, ethnic group","Male","2001",4010,
"Manawatu-Wanganui region","65-69 years","Total people, ethnic group","Female","2001",4370,
"Wellington region","65-69 years","Total people, ethnic group","Male","2001",6740,
"Wellington region","65-69 years","Total people, ethnic group","Female","2001",7190,
"Tasman region","65-69 years","Total people, ethnic group","Male","2001",810,
"Tasman region","65-69 years","Total people, ethnic group","Female","2001",800,
"Nelson region","65-69 years","Total people, ethnic group","Male","2001",750,
"Nelson region","65-69 years","Total people, ethnic group","Female","2001",760,
"Marlborough region","65-69 years","Total people, ethnic group","Male","2001",920,
"Marlborough region","65-69 years","Total people, ethnic group","Female","2001",870,
"West Coast region","65-69 years","Total people, ethnic group","Male","2001",680,
"West Coast region","65-69 years","Total people, ethnic group","Female","2001",580,
"Canterbury region","65-69 years","Total people, ethnic group","Male","2001",8710,
"Canterbury region","65-69 years","Total people, ethnic group","Female","2001",9420,
"Otago region","65-69 years","Total people, ethnic group","Male","2001",3450,
"Otago region","65-69 years","Total people, ethnic group","Female","2001",3650,
"Southland region","65-69 years","Total people, ethnic group","Male","2001",1720,
"Southland region","65-69 years","Total people, ethnic group","Female","2001",1770,
"Northland region","70-74 years","Total people, ethnic group","Male","2001",2660,
"Northland region","70-74 years","Total people, ethnic group","Female","2001",2590,
"Auckland region","70-74 years","Total people, ethnic group","Male","2001",14310,
"Auckland region","70-74 years","Total people, ethnic group","Female","2001",16290,
"Waikato region","70-74 years","Total people, ethnic group","Male","2001",5580,
"Waikato region","70-74 years","Total people, ethnic group","Female","2001",5830,
"Bay of Plenty region","70-74 years","Total people, ethnic group","Male","2001",4460,
"Bay of Plenty region","70-74 years","Total people, ethnic group","Female","2001",4740,
"Gisborne region","70-74 years","Total people, ethnic group","Male","2001",650,
"Gisborne region","70-74 years","Total people, ethnic group","Female","2001",760,
"Hawke's Bay region","70-74 years","Total people, ethnic group","Male","2001",2400,
"Hawke's Bay region","70-74 years","Total people, ethnic group","Female","2001",2670,
"Taranaki region","70-74 years","Total people, ethnic group","Male","2001",1840,
"Taranaki region","70-74 years","Total people, ethnic group","Female","2001",2030,
"Manawatu-Wanganui region","70-74 years","Total people, ethnic group","Male","2001",3800,
"Manawatu-Wanganui region","70-74 years","Total people, ethnic group","Female","2001",4070,
"Wellington region","70-74 years","Total people, ethnic group","Male","2001",5900,
"Wellington region","70-74 years","Total people, ethnic group","Female","2001",6660,
"Tasman region","70-74 years","Total people, ethnic group","Male","2001",710,
"Tasman region","70-74 years","Total people, ethnic group","Female","2001",680,
"Nelson region","70-74 years","Total people, ethnic group","Male","2001",660,
"Nelson region","70-74 years","Total people, ethnic group","Female","2001",850,
"Marlborough region","70-74 years","Total people, ethnic group","Male","2001",790,
"Marlborough region","70-74 years","Total people, ethnic group","Female","2001",880,
"West Coast region","70-74 years","Total people, ethnic group","Male","2001",540,
"West Coast region","70-74 years","Total people, ethnic group","Female","2001",550,
"Canterbury region","70-74 years","Total people, ethnic group","Male","2001",8310,
"Canterbury region","70-74 years","Total people, ethnic group","Female","2001",9500,
"Otago region","70-74 years","Total people, ethnic group","Male","2001",3270,
"Otago region","70-74 years","Total people, ethnic group","Female","2001",3540,
"Southland region","70-74 years","Total people, ethnic group","Male","2001",1580,
"Southland region","70-74 years","Total people, ethnic group","Female","2001",1670,
"Northland region","75-79 years","Total people, ethnic group","Male","2001",1770,
"Northland region","75-79 years","Total people, ethnic group","Female","2001",2060,
"Auckland region","75-79 years","Total people, ethnic group","Male","2001",10490,
"Auckland region","75-79 years","Total people, ethnic group","Female","2001",14070,
"Waikato region","75-79 years","Total people, ethnic group","Male","2001",3870,
"Waikato region","75-79 years","Total people, ethnic group","Female","2001",4740,
"Bay of Plenty region","75-79 years","Total people, ethnic group","Male","2001",3310,
"Bay of Plenty region","75-79 years","Total people, ethnic group","Female","2001",3970,
"Gisborne region","75-79 years","Total people, ethnic group","Male","2001",460,
"Gisborne region","75-79 years","Total people, ethnic group","Female","2001",580,
"Hawke's Bay region","75-79 years","Total people, ethnic group","Male","2001",1770,
"Hawke's Bay region","75-79 years","Total people, ethnic group","Female","2001",2410,
"Taranaki region","75-79 years","Total people, ethnic group","Male","2001",1340,
"Taranaki region","75-79 years","Total people, ethnic group","Female","2001",1840,
"Manawatu-Wanganui region","75-79 years","Total people, ethnic group","Male","2001",2750,
"Manawatu-Wanganui region","75-79 years","Total people, ethnic group","Female","2001",3570,
"Wellington region","75-79 years","Total people, ethnic group","Male","2001",4300,
"Wellington region","75-79 years","Total people, ethnic group","Female","2001",5680,
"Tasman region","75-79 years","Total people, ethnic group","Male","2001",540,
"Tasman region","75-79 years","Total people, ethnic group","Female","2001",640,
"Nelson region","75-79 years","Total people, ethnic group","Male","2001",590,
"Nelson region","75-79 years","Total people, ethnic group","Female","2001",810,
"Marlborough region","75-79 years","Total people, ethnic group","Male","2001",610,
"Marlborough region","75-79 years","Total people, ethnic group","Female","2001",750,
"West Coast region","75-79 years","Total people, ethnic group","Male","2001",410,
"West Coast region","75-79 years","Total people, ethnic group","Female","2001",470,
"Canterbury region","75-79 years","Total people, ethnic group","Male","2001",6260,
"Canterbury region","75-79 years","Total people, ethnic group","Female","2001",8550,
"Otago region","75-79 years","Total people, ethnic group","Male","2001",2310,
"Otago region","75-79 years","Total people, ethnic group","Female","2001",3100,
"Southland region","75-79 years","Total people, ethnic group","Male","2001",1060,
"Southland region","75-79 years","Total people, ethnic group","Female","2001",1470,
